Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Turnover,TenureDays
451,Carter,Cook,2018-09-08,2021-08-23,Network Engineer,Michael Morton,carter.cook@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Hot star town often onto although cultural.,Executive Office,Engineers,18-02-1967,MA,Engineer,Male,69536,Other,Divorced,Fully Meets,3,3878,23-02-2023,4,4,1,28-Dec-22,Customer Service,Internal,Passed,Fletchermouth,Nancy Lewis,5,749.69,1,1080
452,Liam,Hanna,2019-02-08,2023-02-24,Network Engineer,Brian Aguirre,liam.hanna@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Say rate glass natural study pattern.,IT/IS,Field Operations,13-01-1996,MA,Clerk,Male,16655,Hispanic,Married,Fully Meets,3,3879,22-12-2022,1,5,2,11-Apr-23,Project Management,Internal,Incomplete,South Jeremyberg,Angel Mckinney,2,613.95,1,1477
453,Zara,Pitts,2021-03-29,2021-06-27,Network Engineer,Richard Gonzalez,zara.pitts@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Voluntary,Offer kitchen foreign role.,IT/IS,General - Con,15-05-1973,MA,Clerical,Male,73726,Black,Single,Fully Meets,3,3880,18-09-2022,4,3,1,25-Sep-22,Communication Skills,Internal,Completed,Randallport,Kyle Davis,3,934.92,1,90
454,Abby,Woodward,2019-06-19,,IT Support,Karen Elliott,abby.woodward@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,12-11-1992,MA,Laborer,Male,14181,Other,Divorced,Fully Meets,3,3881,20-10-2022,5,3,5,25-Oct-22,Project Management,External,Failed,Edwardville,Beth Hughes,3,170.61,0,1509
455,Litzy,Esparza,2019-01-30,,IT Support,Kelly Bean,litzy.esparza@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Wireless,15-02-1946,MA,Operator,Female,14438,Asian,Married,Fully Meets,3,3882,19-09-2022,5,3,3,02-Jun-23,Customer Service,Internal,Completed,Blanchardton,Brandon Brown,2,654.09,0,1649
456,Noemi,Brewer,2022-05-06,2022-09-26,IT Support,Jacob Hamilton,noemi.brewer@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Here employee minute officer southern.,IT/IS,Field Operations,16-06-1991,MA,Administrator,Female,11294,White,Widowed,Fully Meets,3,3883,13-03-2023,2,2,1,05-Jul-23,Communication Skills,Internal,Incomplete,North Erin,Alexandria Davis,2,842.6,1,143
457,Gilberto,Macdonald,2019-02-02,,IT Support,Barbara Skinner,gilberto.macdonald@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,Engineers,27-04-1987,MA,Engineer,Female,96985,Black,Widowed,Fully Meets,3,3884,30-07-2023,4,2,3,17-Sep-22,Customer Service,External,Passed,Martinbury,Amy Garcia,1,789.88,0,1646
458,Armando,Macias,2021-12-08,,Sr. Network Engineer,Aaron Oconnor,armando.macias@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Engineers,21-10-1948,CT,Engineer,Female,93436,Black,Single,Fully Meets,3,3885,30-07-2023,5,5,5,19-Aug-22,Communication Skills,External,Failed,Lindseyberg,Brian Brown,2,324.81,0,606
459,Britney,Kelly,2018-10-12,,Sr. Network Engineer,Christine Mcgee,britney.kelly@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireless,06-12-1977,CT,Technician,Male,42646,Other,Single,Fully Meets,3,3886,30-08-2022,5,2,5,28-Nov-22,Technical Skills,External,Passed,Lake Charlesborough,Dr. Allison Reese,4,298.1,0,1759
460,Emanuel,Haas,2022-04-22,2023-05-15,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3,3887,04-11-2022,2,3,5,25-Jul-23,Communication Skills,External,Failed,Millerville,Mark Lewis,1,181.23,1,388
461,Karlie,Drake,2021-09-05,2022-07-08,Principal Data Architect,Jimmy Beck,karlie.drake@bilearner.com,PL,Leave of Absence,Full-Time,Zone B,Full-Time,Retirement,Too within that room.,IT/IS,Engineers,20-06-1987,MA,Engineer,Female,88391,Other,Divorced,Fully Meets,3,3888,02-05-2023,3,1,4,21-Dec-22,Project Management,Internal,Completed,Laraside,Kevin Paul,4,287.18,1,306
462,Myla,Mullen,2022-09-05,2022-10-30,Network Engineer,Lisa Chase,myla.mullen@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,Executive Office,General - Con,15-10-1982,MA,Foreman,Male,26421,Black,Single,Fully Meets,3,3889,26-01-2023,2,1,1,02-Aug-23,Technical Skills,External,Incomplete,Courtneyville,Martha Clements,1,292.8,1,55
463,Alan,Holland,2022-07-19,2023-04-25,Network Engineer,Susan Livingston,alan.holland@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Card around respond current seem along.,IT/IS,General - Con,20-08-1999,MA,Foreman,Male,85660,Asian,Divorced,Fully Meets,3,3890,24-10-2022,2,3,3,08-Jan-23,Project Management,External,Completed,North Rebeccafurt,Brian Salazar II,4,596.62,1,280
464,Brooklynn,Greene,2022-05-26,,Network Engineer,April Castillo,brooklynn.greene@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Engineers,04-07-1960,MA,Engineer,Male,60107,Other,Single,Fully Meets,3,3891,06-07-2023,3,2,2,08-Apr-23,Leadership Development,External,Passed,Carolbury,Amy Gomez,5,774.74,0,437
465,Maxwell,Mcpherson,2022-10-31,,Network Engineer,Diane James,maxwell.mcpherson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,01-04-1978,MA,Principal,Male,60831,Hispanic,Divorced,Fully Meets,3,3892,11-07-2023,5,4,2,10-Oct-22,Technical Skills,External,Completed,South Tyler,Brad Hogan,5,894.59,0,279
466,Lukas,Freeman,2023-03-22,2023-07-28,IT Support,Allison Shannon,lukas.freeman@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Series remember American lawyer probably be.,IT/IS,General - Con,15-04-1953,MA,Laborer,Female,68298,Asian,Married,Fully Meets,3,3893,26-01-2023,3,1,2,16-Sep-22,Leadership Development,External,Failed,Port Tracieview,Erin Jones,1,242.36,1,128
467,Yesenia,Nielsen,2023-05-29,,IT Support,David Long,yesenia.nielsen@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,02-03-1959,MA,Lineman,Female,72913,Black,Married,Fully Meets,3,3894,14-08-2022,4,3,5,02-Dec-22,Leadership Development,External,Failed,South Miguel,Roy Morales,4,533.27,0,69
468,Myah,Marsh,2020-02-23,2021-09-08,IT Support,Kelly Hall,myah.marsh@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Right hold rule similar yeah later floor.,IT/IS,Splicing,16-05-1943,MA,Tester,Female,3137,Other,Single,Fully Meets,3,3895,16-07-2023,2,1,2,22-Apr-23,Technical Skills,External,Completed,Robinsonmouth,Monica Johnson,1,983.77,1,563
469,Korbin,Gilbert,2019-08-13,2022-07-10,IT Support,Rachel Sanchez,korbin.gilbert@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Meeting wind concern action. Scene western serve.,IT/IS,Engineers,20-11-1980,MA,Project Manager,Female,2618,Other,Widowed,Fully Meets,3,3896,14-02-2023,5,3,1,06-Apr-23,Technical Skills,Internal,Passed,New Jessicatown,Sandra Poole,4,293.64,1,1062
470,Jenna,Maddox,2019-03-25,2021-09-13,Sr. Network Engineer,Hector Singleton,jenna.maddox@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Retirement,All machine best age ask court.,IT/IS,Aerial,31-03-1956,CT,Project Manager,Female,84396,Black,Married,Fully Meets,3,3897,28-02-2023,5,4,3,04-Aug-23,Technical Skills,Internal,Incomplete,New Katherine,Kyle Wilson,3,380.61,1,903
471,Anaya,Preston,2018-12-14,2023-02-11,Sr. Network Engineer,Denise Oconnor,anaya.preston@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Cut during return could hit view born present.,IT/IS,General - Con,11-07-1948,CT,Lineman,Male,83611,Asian,Single,Fully Meets,3,3898,04-11-2022,4,5,1,21-Nov-22,Technical Skills,Internal,Failed,Lake Michael,Alexis Johnson,4,942.24,1,1520
472,Eugene,Pena,2021-03-07,2021-08-31,Sr. Network Engineer,Ruben Cook,eugene.pena@bilearner.com,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Issue teacher page true relate. Fight out learn.,IT/IS,Engineers,22-06-1943,CT,Engineer,Female,88656,Other,Divorced,Fully Meets,3,3899,04-02-2023,4,5,4,23-Sep-22,Customer Service,Internal,Failed,Singletonborough,Laura Hahn,2,662.56,1,177
473,Abel,Baker,2023-06-16,,Principal Data Architect,Amy Duncan,abel.baker@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,26-09-1995,MA,Field Technician,Female,79249,Asian,Single,Fully Meets,3,3900,09-03-2023,5,2,1,02-May-23,Technical Skills,Internal,Passed,Brownstad,Anthony Smith,5,143.21,0,51
474,Deven,Merritt,2021-06-18,,Network Engineer,Anthony Cruz MD,deven.merritt@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Executive Office,Project Management - Eng,05-02-1988,MA,Project Manager,Male,3921,Hispanic,Single,Fully Meets,3,3901,10-07-2023,1,2,5,11-May-23,Customer Service,External,Failed,Port Randyfort,Linda Harris,1,876.73,0,779
475,Hadassah,Moran,2023-05-22,2023-06-16,Network Engineer,Michelle Perry,hadassah.moran@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Executive Office,Wireline Construction,02-06-1964,MA,Groundman,Male,84876,Black,Single,Fully Meets,3,3902,02-02-2023,3,1,1,11-Jan-23,Leadership Development,External,Failed,Mcdonaldshire,Shawn Rivera,4,768.05,1,25
476,Hezekiah,Thompson,2019-05-14,,Network Engineer,Victoria Shaw,hezekiah.thompson@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,21-07-1993,MA,Driver,Male,66324,Hispanic,Single,Fully Meets,3,3903,04-02-2023,1,4,3,01-Jun-23,Communication Skills,External,Incomplete,North Paulville,Nicole Sampson,4,153.15,0,1545
477,Quintin,Fry,2020-12-27,,Network Engineer,Brad Lee,quintin.fry@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,03-03-1970,MA,Engineer,Male,86510,Asian,Widowed,Fully Meets,3,3904,13-09-2022,4,4,1,17-Jun-23,Project Management,External,Passed,Diazchester,Jeffrey Roberts,5,339.73,0,952
478,Alayna,Hess,2020-08-04,2022-02-04,Network Engineer,Todd Baker,alayna.hess@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Brother reduce since no during.,IT/IS,Billable Consultants,08-06-1958,MA,Engineer,Female,48843,Black,Widowed,Fully Meets,3,3905,12-06-2023,5,5,5,18-Dec-22,Project Management,Internal,Failed,West Christopher,Holly Stewart,3,233.22,1,549
479,Amaris,Miller,2020-08-25,,IT Support,Samuel Padilla,amaris.miller@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Wireline Construction,05-09-1975,MA,Splicer,Female,70797,Other,Married,Fully Meets,3,3906,18-01-2023,3,2,4,19-Feb-23,Project Management,Internal,Completed,New Randy,Philip Flores,2,735.44,0,1076
480,Barrett,Wilcox,2022-02-24,,IT Support,Michael Wright,barrett.wilcox@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,11-07-1964,MA,Director,Female,6437,White,Married,Fully Meets,3,3907,07-03-2023,3,2,5,06-Dec-22,Technical Skills,External,Incomplete,Port Gary,Lucas King,3,281.7,0,528
481,Kimberly,Watson,2019-08-06,2021-03-21,IT Support,Bryan Foley,kimberly.watson@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Resignation,Reduce center top without.,IT/IS,Splicing,11-07-1986,MA,Splicer,Female,92289,Black,Married,Needs Improvement,3,3908,25-12-2022,2,5,3,20-Sep-22,Project Management,External,Failed,South Scott,Randy Baker,1,489.69,1,593
482,Rebecca,Park,2021-08-01,2021-09-24,IT Support,April Anderson MD,rebecca.park@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,Expect maintain knowledge thus.,IT/IS,General - Eng,26-05-1944,MA,Administrative,Female,58900,Other,Married,Needs Improvement,3,3909,18-05-2023,1,1,2,04-Jan-23,Project Management,Internal,Failed,Bennetthaven,John Patel,4,436.23,1,54
483,Caleb,Schneider,2022-07-13,2023-01-22,Sr. Network Engineer,Matthew Calderon DDS,caleb.schneider@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Voluntary,Concern morning while.,IT/IS,Wireless,22-02-1997,MA,Technician,Female,35673,White,Widowed,Needs Improvement,3,3910,29-11-2022,5,3,4,07-May-23,Leadership Development,External,Incomplete,Haasstad,Wayne Ferguson,5,248.85,1,193
484,Vanessa,James,2021-05-28,,Sr. Network Engineer,Bryan Ramos,vanessa.james@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Splicing,29-07-1950,CT,Splicer,Male,68952,White,Widowed,Fully Meets,3,3911,06-06-2023,2,5,4,09-Sep-22,Customer Service,External,Failed,Lake Tracyton,Barbara Stevenson,5,395.22,0,800
485,Maribel,Copeland,2020-07-06,2021-01-18,Sr. Network Engineer,Alan Harris,maribel.copeland@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Reach music five away. Too fish sure be.,IT/IS,General - Con,19-05-1968,CT,Foreman,Male,97493,Hispanic,Widowed,Needs Improvement,3,3912,23-07-2023,1,3,4,09-Aug-22,Leadership Development,External,Passed,Brittneystad,Christina Garcia,4,615.7,1,196
486,Henry,Zimmerman,2020-01-14,2022-06-08,Sr. Network Engineer,Rodney Hart,henry.zimmerman@bilearner.com,BPC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Management so author training floor stage could.,IT/IS,Project Management - Con,02-06-1942,MA,Purchasing,Female,69903,White,Married,Fully Meets,3,3913,15-09-2022,2,2,5,28-Nov-22,Technical Skills,Internal,Failed,South Ian,Heather Hahn,4,387.35,1,876
487,Nathanial,Booth,2020-02-04,2021-01-29,Network Engineer,Jorge Mayo,nathanial.booth@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Whole shake score look.,Executive Office,Engineers,22-07-1958,MA,Project Manager,Male,9758,Other,Single,Exceeds,3,3914,15-03-2023,3,5,3,24-Feb-23,Leadership Development,Internal,Failed,Smithhaven,Leslie Dyer,1,559.86,1,360
488,Rhys,Barry,2022-08-28,,Network Engineer,Kimberly Good,rhys.barry@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,03-05-1991,MA,Foreman,Male,31391,Other,Widowed,Fully Meets,3,3915,01-02-2023,5,3,1,01-Apr-23,Leadership Development,External,Completed,South Elizabethfort,Wendy Curry,2,602.21,0,343
489,Jonas,Rowland,2022-06-27,,Network Engineer,Stephanie Harris,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,25-05-1964,MA,Coordinator,Male,14939,Other,Widowed,Fully Meets,3,3916,22-03-2023,1,3,1,16-Mar-23,Communication Skills,External,Passed,Callahanton,Margaret Walker,4,343.6,0,405
490,Chris,Vincent,2019-12-19,2023-03-31,Network Engineer,Ethan Allison,chris.vincent@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Might control article admit may water.,IT/IS,General - Con,11-04-1993,MA,Technician,Female,89635,Black,Widowed,Exceeds,3,3917,24-09-2022,3,1,4,28-Mar-23,Project Management,Internal,Failed,New Jacquelineland,Brandi Clark,3,328.89,1,1198
491,Myah,Waller,2020-09-24,2023-03-27,Network Engineer,Christian Mullen,myah.waller@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Voluntary,Road he court. Officer blood couple.,IT/IS,Field Operations,17-06-1960,MA,Laborer,Female,48262,Asian,Widowed,Fully Meets,3,3918,30-05-2023,3,3,5,10-Oct-22,Communication Skills,External,Completed,Cruztown,Richard Rodriguez,3,701.83,1,914
492,Yaritza,Sherman,2023-07-06,,IT Support,Debra Oneal,yaritza.sherman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,07-10-1944,MA,Tower Hand,Female,42410,Asian,Divorced,Fully Meets,3,3919,02-05-2023,3,3,2,28-Jul-23,Customer Service,External,Completed,Greenshire,Robert Barton,5,229.03,0,31
493,Haley,Weaver,2021-04-11,2022-12-19,IT Support,Cynthia Willis,haley.weaver@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Involuntary,Sit parent popular even travel level who.,IT/IS,Field Operations,04-11-1961,MA,Laborer,Female,62625,Other,Divorced,Fully Meets,3,3920,14-11-2022,2,1,4,04-Jun-23,Customer Service,Internal,Failed,Bowmanberg,Shane Salazar,3,809.39,1,617
494,Alessandra,Lee,2020-02-12,2022-07-15,IT Support,Lauren Douglas,alessandra.lee@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,30-11-1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3,3921,30-06-2023,4,3,2,04-Jun-23,Customer Service,External,Completed,Lisaborough,Sandra Haney,5,393.54,1,884
495,Kaitlin,Hickman,2018-12-25,,IT Support,Katherine Wright,kaitlin.hickman@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General - Con,04-10-1996,MA,Lineman,Female,26513,White,Widowed,Fully Meets,3,3922,15-02-2023,5,3,1,18-Mar-23,Communication Skills,External,Incomplete,Luisbury,Ariel Brown,1,629.74,0,1685
496,Giancarlo,Juarez,2021-12-25,2023-06-19,Sr. Network Engineer,Jennifer Lester,giancarlo.juarez@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,Mouth activity price take take rather.,IT/IS,Aerial,16-03-1955,MA,Foreman,Female,26918,Hispanic,Single,Exceeds,3,3923,27-10-2022,2,4,3,27-Dec-22,Project Management,External,Failed,South Bradley,Martin Brown,2,378.39,1,541
497,Walter,Zuniga,2021-05-22,,Sr. Network Engineer,Erin Tran,walter.zuniga@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,27-04-1993,CT,Technician,Male,86917,Other,Widowed,Fully Meets,3,3924,07-11-2022,2,4,5,08-Sep-22,Customer Service,External,Passed,Deborahton,Jerry Carter,2,715.98,0,806
498,Anna,Jordan,2020-05-03,2022-11-14,Sr. Network Engineer,Bill Barnes,anna.jordan@bilearner.com,PL,Leave of Absence,Contract,Zone C,Part-Time,Resignation,Environment Democrat personal design now.,IT/IS,General - Sga,15-10-1960,MA,Vp,Male,64495,Hispanic,Widowed,Fully Meets,3,3925,27-04-2023,1,3,3,12-Feb-23,Leadership Development,Internal,Failed,Lake Regina,Jacob Forbes,1,386.55,1,925
499,Jeffery,Gamble,2019-02-27,,Sr. Network Engineer,Nicole Morales,jeffery.gamble@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireless,16-12-1941,MA,Supervisor,Female,47528,Hispanic,Single,Needs Improvement,3,3926,15-07-2023,4,1,4,25-Jul-23,Customer Service,Internal,Incomplete,Blakeview,Sandra Ferrell,2,449.35,0,1621
500,Misael,Hunter,2020-03-01,2022-03-05,Network Engineer,Gary Davidson,misael.hunter@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Involuntary,Four American something smile.,Executive Office,Aerial,12-10-1982,MA,Lineman,Male,50639,Other,Single,Fully Meets,3,3927,04-05-2023,5,4,1,05-Mar-23,Customer Service,External,Completed,South Ronaldburgh,Sergio Wheeler,2,878.67,1,734
501,Audrina,Yu,2021-01-27,2021-10-18,Network Engineer,Walter Powell,audrina.yu@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Resignation,Red say check wish car food between member.,IT/IS,General - Con,11-07-1956,MA,Laborer,Male,59834,White,Widowed,Fully Meets,3,3928,04-01-2023,4,2,1,11-Sep-22,Leadership Development,Internal,Failed,Jenniferton,Devin Clark MD,1,799.99,1,264
502,Jeramiah,Foster,2023-06-18,2023-07-24,Network Engineer,Kimberly Wolf,jeramiah.foster@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Resignation,Whom part moment eye. Off wear be hold listen.,IT/IS,Wireline Construction,20-04-1977,MA,Clerk,Female,73645,Asian,Married,Fully Meets,3,3929,28-10-2022,2,5,2,11-Jul-23,Technical Skills,Internal,Failed,Lake Williamfort,Jessica Reyes,3,617.52,1,36
503,Bruce,Wallace,2019-11-24,,Network Engineer,Patricia Andrews,bruce.wallace@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,09-04-1984,MA,Helper,Female,65218,Asian,Married,Fully Meets,3,3930,06-05-2023,4,4,4,30-May-23,Leadership Development,External,Failed,Seanport,Crystal Henderson,5,522.86,0,1351
504,Giovani,Nelson,2021-09-24,,Network Engineer,Michelle King,giovani.nelson@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,26-06-1960,MA,Drafter,Male,34001,Black,Widowed,Fully Meets,3,3931,30-09-2022,2,1,5,12-Nov-22,Customer Service,External,Failed,Port Robynborough,Jordan Trevino,5,685.82,0,681
505,Ari,Anthony,2022-08-17,,IT Support,Kenneth Rodriguez,ari.anthony@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Eng,21-04-1965,MA,Billing,Female,23569,Black,Single,Fully Meets,3,3932,23-06-2023,5,5,4,27-Feb-23,Technical Skills,Internal,Completed,East Daniel,Jonathon Smith,5,898.93,0,354
506,Laylah,Branch,2023-04-18,,IT Support,Kevin Hudson,laylah.branch@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,21-08-1967,MA,Engineer,Female,46935,White,Married,Fully Meets,3,3933,27-03-2023,3,4,5,23-Aug-22,Communication Skills,Internal,Incomplete,Juanchester,Adam Frye,1,559.55,0,110
507,Alanna,Mullins,2020-04-15,2022-05-13,IT Support,Dustin Sanchez,alanna.mullins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Involuntary,Development operation wrong law room.,IT/IS,Executive,03-01-1979,MA,Vp,Female,80168,Asian,Widowed,Fully Meets,3,3934,07-04-2023,3,3,2,16-Feb-23,Project Management,Internal,Completed,Mariahton,Frederick White,5,219.78,1,758
508,Arjun,Tyler,2020-12-25,,IT Support,Jennifer Flores,arjun.tyler@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,16-11-1993,MA,Lineman,Male,97304,White,Widowed,Fully Meets,3,3935,05-04-2023,5,1,4,16-Jul-23,Customer Service,Internal,Passed,Lake Jason,Clifford Washington,5,223.6,0,954
509,Donald,Favis,2022-07-21,2023-05-01,Enterprise Architect,Stephen Rasmussen,donald.favis@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Manage brother himself deal.,IT/IS,General - Sga,27-06-1998,CT,Director,Male,6033,Other,Widowed,Fully Meets,3,3936,25-03-2023,5,3,4,14-May-23,Communication Skills,Internal,Completed,Josephbury,Jamie Taylor,4,283.29,1,284
